# This file contains the GENOTYPE regression coefficients associated with each gene ,,,,,,,,,,,,,
,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
19542,K09B11.2a,0.899548626,0.973372942,0.011542791,0.091441399,7.21720337,0.00609579,0.001163037,0.006986548,0.011379257,0.011379257,WBGene00010709,nol-9
19543,R06A4.4a,0.899916213,0.973372942,-0.013694654,0.108888925,8.773895847,0.03370392,0.00030744,0.017477757,0.006964576,0.017477757,WBGene00002076,imb-2
19544,R09A8.2,0.8992166,0.973372942,0.014007393,0.110598331,6.609219822,0.074584338,0.001305061,0.006223147,0.017042925,0.017042925,WBGene00011153,R09A8.2
19545,T05G5.9b,0.89948247,0.973372942,-0.284821092,2.254845192,3.443125404,6.345062683,1.644169613,5.982320646,0.150214257,5.982320646,WBGene00011503,T05G5.9
19546,T10F2.3,0.900015155,0.973372942,0.009360427,0.074500656,8.520075315,0.027240159,0.000199869,0.008125652,0.007142637,0.008125652,WBGene00006736,ulp-1
19547,T19D7.3,0.899679891,0.973372942,-0.083322048,0.660941279,1.892545491,0.957790423,0.139546429,0.334023713,0.515718632,0.515718632,WBGene00020571,lpr-7
19548,Y39A1A.22,0.899961321,0.973372942,-0.014490273,0.115267271,7.789241662,0.021684996,0.00043595,0.019493865,0.008687935,0.019493865,WBGene00012659,Y39A1A.22
19549,Y39A3B.5e,0.89982642,0.973372942,-0.136486628,1.084254454,1.678739966,0.995988342,1.149736373,-0.349266431,0.613675208,0.613675208,WBGene00021439,ckr-2
19550,Y57G11C.31.2,0.89909482,0.973372942,-0.133557247,1.053249918,3.580895486,0.348860582,1.528323877,-1.157007011,0.135679209,0.135679209,WBGene00013321,Y57G11C.31
19551,C23G10.7b,0.900377481,0.973544087,0.013250809,0.105850227,7.468022879,0.01251856,0.006804838,0.008126547,0.010001568,0.010001568,WBGene00016014,C23G10.7
19552,ZC404.15,0.900293357,0.973544087,0.062369299,0.497796425,2.75515615,0.701804167,0.114385107,0.023833449,0.257316815,0.257316815,WBGene00194910,ZC404.15
19553,ZK337.1c.2,0.900351407,0.973544087,-0.099198751,0.792211907,5.538486621,0.440857645,0.904360437,-0.64968856,0.03703912,0.03703912,WBGene00013969,tep-1
19554,ZK867.1b,0.900263681,0.973544087,-0.158084578,1.261364193,2.146940474,2.953547392,1.004449663,1.382109777,0.419415024,1.382109777,WBGene00044068,syd-9
19555,ZK856.4b,0.900567609,0.97369987,0.099913758,0.799666097,1.888760292,0.480316418,0.441889863,0.059762182,0.517308938,0.517308938,WBGene00014105,ZK856.4
19556,H39E23.1l,0.900646801,0.973735699,-0.213941711,1.713667989,4.105688835,5.691158214,2.652472054,1.752514909,0.093935442,1.752514909,WBGene00003916,par-1
19557,C10A4.1,0.900842257,0.97375783,0.034567362,0.277432371,4.043875754,0.0536149,0.01743809,0.034602659,0.098014991,0.098014991,WBGene00015662,C10A4.1
19558,C10F3.5b,0.900774496,0.97375783,-0.242407564,1.944190587,1.402648973,5.030094186,1.721453329,3.948362226,0.767823067,3.948362226,WBGene00003954,pcm-1
19559,JC8.13b,0.900781959,0.97375783,0.093294708,0.748311667,4.385999428,0.166326173,0.762621011,-0.610358899,0.077334515,0.077334515,WBGene00006466,tag-115
19560,Y23H5A.5d.1,0.900851495,0.97375783,-0.277974262,2.231187906,2.516359798,8.109056892,1.843691879,5.62360733,0.31132362,5.62360733,WBGene00000832,ctn-1
19561,F56G4.6,0.900927985,0.973790726,-0.011899787,0.095588944,7.026596861,0.017427737,0.000910534,0.009464553,0.012795335,0.012795335,WBGene00010161,F56G4.6
19562,JC8.7b,0.900984523,0.973802053,-0.219620249,1.765184269,4.066854133,4.260057998,1.017461542,3.656351715,0.096478103,3.656351715,WBGene00010439,JC8.7
19563,C01G6.2,0.901091224,0.973817816,0.080375127,0.646710661,2.095423319,0.134291955,0.190031892,-0.069494038,0.437320125,0.437320125,WBGene00007224,C01G6.2
19564,Y17D7A.3b,0.901052496,0.973817816,-0.035340014,0.284239332,4.838270688,0.117231443,0.063461122,0.02972538,0.057726875,0.057726875,WBGene00003655,nhr-65
19565,B0252.3c,0.901292788,0.973851589,0.023985277,0.193385358,5.322212763,0.0336954,0.013275447,0.012585368,0.042821398,0.042821398,WBGene00015088,B0252.3
19566,C18D11.3.2,0.901554101,0.973851589,0.009139109,0.073882206,8.129322928,0.006770607,0.000434134,0.005536141,0.007753737,0.007753737,WBGene00007681,C18D11.3
19567,C29G2.2,0.901650433,0.973851589,-0.034611358,0.280079942,4.039124239,0.089939231,0.019331265,0.027300144,0.098335896,0.098335896,WBGene00016230,C29G2.2
19568,C32E12.4,0.901437978,0.973851589,0.024015534,0.193916011,5.743676286,0.084924777,0.002996076,0.053409054,0.03194722,0.053409054,WBGene00016330,C32E12.4
19569,D2030.9b.1,0.901637316,0.973851589,0.086303744,0.698288341,4.322041226,0.537890775,0.554907482,0.176502428,0.080873378,0.176502428,WBGene00008419,wdr-23
19570,K04G2.3,0.901446356,0.973851589,-0.009974989,0.080551004,7.641519433,0.012354025,0.000495653,0.004770992,0.009237044,0.009237044,WBGene00010562,cdc-48.3
19571,K07H8.12,0.901413237,0.973851589,0.042539737,0.343405032,3.486029008,0.0497149,0.031412411,0.008324736,0.145478114,0.145478114,WBGene00044509,K07H8.12
19572,R06C7.9b,0.901652959,0.973851589,0.028734169,0.23252691,6.725483581,0.043991897,0.065387065,-0.007713217,0.01571608,0.01571608,WBGene00011066,ztf-15
19573,T01A4.1a,0.901675198,0.973851589,0.027524964,0.222792241,5.368563448,0.090877778,0.025018319,0.049436255,0.041553423,0.049436255,WBGene00020131,gcy-28
19574,T24B8.1b.2,0.901363952,0.973851589,0.013475167,0.108724609,8.879702531,0.064755818,0.00076167,0.016969891,0.006937898,0.016969891,WBGene00004446,rpl-32
19575,Y57A10A.19,0.901648129,0.973851589,0.010051359,0.081335088,8.587905205,0.010719236,0.000196737,0.009726358,0.007079,0.009726358,WBGene00013260,rsr-2
19576,ZC266.1,0.901190541,0.973851589,0.024768798,0.199494917,5.016691282,0.278439404,0.007923666,0.042518364,0.051773667,0.051773667,WBGene00022584,ZC266.1
19577,C07G1.5.2,0.90197893,0.974129873,-0.033389399,0.271101786,6.646263236,0.094914369,0.082285517,0.027958751,0.01660963,0.027958751,WBGene00004101,hgrs-1
19578,D1025.7,0.902348958,0.974131429,-0.088641479,0.722456374,3.506725068,1.634648076,0.097271016,0.685643802,0.143263649,0.685643802,WBGene00008358,nspc-18
19579,F34D10.9,0.902223485,0.974131429,-0.029093115,0.236812362,4.48812565,0.065368676,0.011979775,0.025177792,0.072140367,0.072140367,WBGene00045484,F34D10.9
19580,M04G12.3,0.902301902,0.974131429,-0.084686318,0.689886423,1.882157468,0.63399673,0.193820086,0.435997064,0.520094829,0.520094829,WBGene00001554,gcy-34
19581,T22B7.1b.1,0.902325134,0.974131429,-0.194008729,1.580845496,3.24459671,3.557673371,1.510063667,2.238545055,0.174990624,2.238545055,WBGene00001182,egl-13
19582,Y47G6A.1.2,0.902194522,0.974131429,0.023751168,0.193272406,6.954178801,0.065992266,0.042607489,-0.020687305,0.013423846,0.013423846,WBGene00002143,inx-21
19583,Y52B11A.1,0.902287278,0.974131429,0.072577238,0.591152401,2.265686022,0.187865358,0.143239707,-0.005258511,0.380952035,0.380952035,WBGene00013121,spe-38
19584,Y55F3C.7b,0.902202547,0.974131429,-0.233404719,1.899460738,1.917229427,4.098652172,2.174317106,3.237609535,0.505467767,3.237609535,WBGene00021950,cutl-26
19585,ZK1151.1h,0.902039662,0.974131429,-0.193482183,1.57193753,4.121820121,2.595229084,3.613582662,-0.595293545,0.092898737,0.092898737,WBGene00006876,vab-10
19586,Y49E10.11b.1,0.902530046,0.974277175,-0.236024016,1.927263051,1.950945879,4.097467899,1.852318899,3.719195405,0.491796302,3.719195405,WBGene00013034,tat-1
19587,T04A11.1,0.902702779,0.9743506,-0.035754931,0.292479163,3.78128579,0.08546708,0.01072797,0.038967139,0.117588121,0.117588121,WBGene00011416,T04A11.1
19588,T04A11.4,0.902702779,0.9743506,-0.035754931,0.292479163,3.78128579,0.08546708,0.01072797,0.038967139,0.117588121,0.117588121,WBGene00011419,T04A11.4
19589,W07A12.7,0.902736315,0.9743506,-0.038118101,0.311918189,5.316155912,0.189945439,0.005577869,0.140361566,0.042988428,0.140361566,WBGene00012324,rhy-1
19590,C06E2.5.1,0.903325228,0.974467932,0.042140162,0.346941533,4.932562834,0.052106933,0.126058343,-0.074036224,0.054494298,0.054494298,WBGene00015529,C06E2.5
19591,C18E9.11a,0.903190672,0.974467932,-0.009200776,0.07564453,7.960831226,0.010634026,0.000421859,0.007004077,0.008161284,0.008161284,WBGene00003870,ooc-5
19592,C56C10.12,0.903309823,0.974467932,0.019121998,0.15740692,6.203779123,0.03337301,0.001968212,0.035197196,0.022630205,0.035197196,WBGene00016968,epg-5
19593,F47F6.1b,0.903352006,0.974467932,0.024605369,0.202633334,5.15046055,0.03711309,0.013887115,0.035285022,0.047703287,0.047703287,WBGene00018572,lin-42
19594,F56H1.4,0.903329616,0.974467932,-0.00841795,0.069308461,9.316785545,0.008420077,8.47E-05,0.003545423,0.007120765,0.007120765,WBGene00004505,rpt-5
19595,H18N23.2c,0.903306191,0.974467932,0.083326954,0.685898213,6.022715657,0.429503338,0.679772658,-0.227990098,0.02591188,0.02591188,WBGene00019211,H18N23.2
19596,K09H9.7,0.903014538,0.974467932,0.012920802,0.106034991,6.73240495,0.009791433,0.001224854,0.007229931,0.015640275,0.015640275,WBGene00019598,K09H9.7
19597,T22A3.12,0.902959996,0.974467932,0.088448028,0.725441665,1.806782517,0.551614434,0.236415369,0.229041554,0.552983046,0.552983046,WBGene00206474,T22A3.12
19598,Y17G9B.5,0.903047778,0.974467932,0.009476291,0.07779429,7.7974686,0.003516412,0.000417924,0.001872427,0.008660003,0.008660003,WBGene00021202,Y17G9B.5
19599,Y41G9A.4b,0.903018973,0.974467932,-0.18241729,1.497082304,2.915432891,3.021268539,1.708056402,1.653826734,0.226637423,1.653826734,WBGene00021528,gbb-1
19600,Y51A2D.12,0.903263645,0.974467932,-0.053106003,0.436944006,2.923203264,0.151276362,0.061129277,0.11458467,0.225250819,0.225250819,WBGene00005191,srg-34
19601,C06G4.2d,0.903455475,0.974482481,-0.149058106,1.228864755,4.907214303,3.378287186,0.141471826,2.123691051,0.055342853,2.123691051,WBGene00000542,clp-1
19602,M195.1,0.903466327,0.974482481,-0.068403777,0.563998091,2.394033885,0.238797817,0.133673739,0.169951837,0.34346703,0.34346703,WBGene00000653,col-77
19603,Y79H2A.4,0.903503764,0.974482481,0.08474266,0.698986719,1.858844543,0.16540456,0.202821584,-0.030390074,0.530052065,0.530052065,WBGene00013581,Y79H2A.4
19604,M176.4,0.903636541,0.974526263,0.037313977,0.308204733,6.317512413,0.119259594,0.001777677,0.140707559,0.020834842,0.140707559,WBGene00010943,M176.4
19605,W06H8.2,0.903614542,0.974526263,-0.032145797,0.26545587,4.159300885,0.101035694,0.015168066,0.054482225,0.090532162,0.090532162,WBGene00021066,W06H8.2
19606,C18A3.2.1,0.903713728,0.974559795,-0.011413678,0.094350261,7.064449569,0.002014648,0.000866557,0.000902634,0.012486401,0.012486401,WBGene00015940,C18A3.2
19607,F58H1.8,0.903763028,0.974563253,-0.014352528,0.118705106,6.4172553,0.019007552,0.00170772,0.018678506,0.019428633,0.019428633,WBGene00138720,F58H1.8
19608,ZK381.1b,0.903995892,0.974764644,-0.028963934,0.240135183,6.802627628,0.06644375,0.02221632,0.064281039,0.014892946,0.064281039,WBGene00001862,him-3
19609,F27D4.2a.1,0.904049405,0.974767295,0.01382745,0.114705348,7.34179122,0.011516813,0.009092386,0.000512772,0.010643589,0.010643589,WBGene00009188,lsy-22
19610,F57C9.4c,0.904182764,0.974767295,-0.011125213,0.092418065,7.278730223,0.03719145,0.001814274,0.007035388,0.010997375,0.010997375,WBGene00019011,F57C9.4
19611,T04A6.2,0.904111669,0.974767295,-0.06710819,0.557057942,2.316749709,0.174354415,0.099920023,0.067787715,0.365550304,0.365550304,WBGene00020201,T04A6.2
19612,ZC239.13a,0.904173887,0.974767295,-0.091500057,0.760027781,1.96169783,0.489168147,0.378947918,-0.120713296,0.487515423,0.487515423,WBGene00022571,ZC239.13
19613,ZK1127.9e.1,0.904306295,0.974850762,-0.254525483,2.117106859,3.022405553,5.443927348,2.127949797,4.595262379,0.208305714,4.595262379,WBGene00022855,tcer-1
19614,R05G9R.1,0.904412494,0.974915538,-0.079673653,0.663453986,2.014163001,0.194361006,0.193096454,-0.022035146,0.467160334,0.467160334,WBGene00019906,R05G9R.1
19615,C01F6.8b,0.904751685,0.975043993,0.012562019,0.104980045,7.037277186,0.009395264,0.00382442,5.18E-05,0.012706795,0.012706795,WBGene00002046,icln-1
19616,C24F3.1b,0.904651919,0.975043993,-0.010455817,0.087286781,8.105356708,0.016428635,0.003622717,0.004111629,0.007805757,0.007805757,WBGene00007696,tram-1
19617,F11C1.5a.2,0.904659988,0.975043993,0.045002862,0.375722799,6.941126577,0.194761448,0.198209145,-0.1169095,0.013542288,0.013542288,WBGene00008694,F11C1.5
19618,F39B2.2.1,0.904762243,0.975043993,0.063337712,0.529368466,7.265371899,0.221877235,0.409269325,-0.15043087,0.011077134,0.011077134,WBGene00006730,uev-1
19619,F52F12.4,0.904705854,0.975043993,-0.009040192,0.075511841,7.949467897,0.022350133,0.000360476,0.003313802,0.008192582,0.008192582,WBGene00009937,lsl-1
19620,D2013.2.2,0.904946982,0.975044238,-0.253503953,2.122891049,2.796642777,6.792501972,2.864915376,3.89508423,0.248981117,3.89508423,WBGene00008402,wdfy-2
19621,F09C6.1,0.905070144,0.975044238,0.088669042,0.74349963,1.811011459,1.863304041,0.134736097,0.694451453,0.55108394,0.694451453,WBGene00008615,F09C6.1
19622,R03A10.4b.2,0.904960074,0.975044238,0.309130286,2.589075021,2.90145438,7.495759469,2.92537337,7.129590825,0.229154322,7.129590825,WBGene00010984,nkat-3
19623,R151.3.2,0.905113635,0.975044238,-0.017120228,0.143621096,9.518648854,0.089606918,0.002448643,0.028491886,0.007370667,0.028491886,WBGene00004417,rpl-6
19624,T05A7.5,0.905223637,0.975044238,-0.054281807,0.45589954,4.493981055,0.263229012,0.013189707,0.298576879,0.071858875,0.298576879,WBGene00020222,fut-6
19625,W06A7.3e,0.904915877,0.975044238,-0.070268964,0.588252457,5.07798097,0.3757599,0.469187645,-0.13957004,0.049873785,0.049873785,WBGene00004336,ret-1
19626,Y105E8B.2b.1,0.9050751,0.975044238,-0.13053965,1.094646687,5.498769849,1.830347902,0.463844373,1.333532682,0.038075043,1.333532682,WBGene00013687,exoc-8
19627,Y52E8A.1,0.905117014,0.975044238,0.084979628,0.712917153,1.79118263,0.234593972,0.202331081,0.045300504,0.56004522,0.56004522,WBGene00021794,Y52E8A.1
19628,Y74C10AR.3a,0.905161675,0.975044238,0.014368212,0.120595866,6.758530434,0.045397634,0.006457485,0.005736732,0.015357559,0.015357559,WBGene00022281,abtm-1
19629,ZC404.8.1,0.905219233,0.975044238,-0.02087802,0.175341167,9.368997473,0.0674209,0.025264615,0.020852173,0.007174943,0.020852173,WBGene00004984,spn-4
19630,F54C1.7.2,0.905465,0.975254534,0.139874691,1.177786699,2.266245391,3.600569584,0.94875653,1.132015733,0.380779718,1.132015733,WBGene00003934,pat-10
19631,F09G2.9,0.905514942,0.975258643,0.009447424,0.079592376,9.41820843,0.018202627,9.01E-05,0.009412333,0.007232608,0.009412333,WBGene00017317,attf-2
19632,R11A8.7e,0.90557378,0.975272333,-0.100044502,0.843379641,5.62492473,0.844558362,0.834658603,0.232275226,0.0348366,0.232275226,WBGene00011240,R11A8.7
19633,C36B1.4.2,0.905696546,0.975343193,0.018928272,0.159774884,7.081175595,0.074056518,0.012484036,0.025807984,0.012354227,0.025807984,WBGene00003925,pas-4
19634,F52D10.3a.1,0.905731838,0.975343193,0.010781691,0.091043248,8.219306975,0.021883698,0.001449765,0.010983544,0.007574158,0.010983544,WBGene00001502,ftt-2
19635,F55C5.7b.2,0.905866553,0.975391703,-0.122704881,1.037639956,4.719594829,1.187871498,0.479340192,1.135704827,0.062130429,1.135704827,WBGene00010096,rskd-1
19636,W01C8.5a,0.905869152,0.975391703,0.054409105,0.460117215,4.251175702,0.505727063,0.051670139,0.265891638,0.084963686,0.265891638,WBGene00020921,W01C8.5
19637,F49E7.2,0.905928787,0.97540624,-0.030550883,0.258521805,4.253180949,0.007238668,0.015404681,-0.006674453,0.084845604,0.084845604,WBGene00018634,F49E7.2
19638,C45E5.6c.1,0.906047351,0.975416805,-0.268742035,2.27698032,2.972629441,5.837191519,3.591219938,4.185739127,0.216635492,4.185739127,WBGene00003636,nhr-46
19639,F46F3.2,0.906077002,0.975416805,0.028382428,0.240553088,4.460085644,0.035191126,0.013286819,0.021212513,0.073511863,0.073511863,WBGene00009790,lgc-44
19640,K03B4.3b.1,0.906026611,0.975416805,0.01036452,0.08779637,7.393316828,0.006680956,0.001189777,0.003768525,0.010372527,0.010372527,WBGene00006392,taf-10
19641,T23F1.7c,0.906187048,0.975485604,0.143475205,1.217446155,2.147719992,3.544770392,1.804112778,-0.969221736,0.419149931,0.419149931,WBGene00001054,dpf-1
19642,K02B12.8a,0.906266458,0.975504009,-0.010538892,0.089502947,7.367476551,0.007071454,0.001509272,0.002939264,0.010506894,0.010506894,WBGene00006976,zhp-3
19643,R10H10.5,0.906296422,0.975504009,0.032241783,0.273905618,4.083384252,0.168374667,0.017148871,0.026068912,0.095387561,0.095387561,WBGene00001669,gpa-7
19644,Y6D1A.2,0.906374715,0.975538618,-0.050463657,0.429067191,3.010769902,0.232852817,0.054219255,0.221928726,0.210222522,0.221928726,WBGene00012396,Y6D1A.2
19645,C06G3.1a.2,0.907074163,0.975627649,0.068718506,0.588697118,4.781844147,0.249046344,0.460076957,-0.327594654,0.059769488,0.059769488,WBGene00003695,nhr-105
19646,C48G7.3a.1,0.90728803,0.975627649,0.037817812,0.324728061,5.646185019,0.165751548,0.034353687,0.123818783,0.034307001,0.123818783,WBGene00008183,rin-1
19647,EGAP1.3,0.90723294,0.975627649,0.035585622,0.305378757,3.848088332,0.418933167,0.027664598,0.016257526,0.11221968,0.11221968,WBGene00006987,zmp-1
19648,F08F8.10b,0.906898755,0.975627649,0.15619087,1.335522174,4.309858468,2.746357798,2.593864444,-0.735881835,0.08156477,0.08156477,WBGene00017275,F08F8.10
19649,F40H3.6,0.906907229,0.975627649,0.03654985,0.312550911,4.278596751,0.30848788,0.018666493,0.127865615,0.083361019,0.127865615,WBGene00018252,F40H3.6
19650,F57C12.5e,0.907040756,0.975627649,0.112642803,0.964639057,4.215960608,0.329253895,1.308731998,-1.133231119,0.087060768,0.087060768,WBGene00003407,mrp-1
19651,H15N14.2a,0.906888702,0.975627649,0.032515273,0.277994212,6.742882171,0.135678859,0.040238852,0.075682321,0.015526243,0.075682321,WBGene00003818,nsf-1
19652,H17B01.4a,0.90711774,0.975627649,-0.0080775,0.069230875,8.76588024,0.007597998,0.000221649,0.004126893,0.006967722,0.006967722,WBGene00019209,emc-1
19653,K07C11.2.1,0.906510914,0.975627649,-0.008390123,0.071441419,8.73933718,0.01339398,0.000676534,0.005066735,0.006979281,0.006979281,WBGene00000098,air-1
19654,R10E4.1.2,0.907015287,0.975627649,-0.039570093,0.338773123,6.305768768,0.130756877,0.068635849,0.103514995,0.021010721,0.103514995,WBGene00011198,R10E4.1
19655,T08B2.11,0.907217588,0.975627649,-0.01181033,0.101333744,6.860144226,0.045864777,0.001091221,0.003282113,0.01431157,0.01431157,WBGene00020349,T08B2.11
19656,T14G10.7,0.90695107,0.975627649,-0.008544522,0.073101865,8.132209827,0.005333523,0.000268232,0.003293038,0.007747592,0.007747592,WBGene00011776,hpo-5
19657,T24H10.5,0.906927789,0.975627649,-0.034125717,0.291886039,3.911811541,0.114680537,0.020434505,0.065773109,0.107361684,0.107361684,WBGene00012003,T24H10.5
19658,Y37D8A.23c,0.906571499,0.975627649,-0.167098158,1.423758201,1.868896669,4.053534398,2.514895676,0.144958723,0.525735447,0.525735447,WBGene00006762,unc-25
19659,Y40D12A.1a,0.907007987,0.975627649,-0.010934569,0.093607206,7.134576502,0.007872982,0.001193299,0.00308404,0.011950165,0.011950165,WBGene00021502,Y40D12A.1
19660,Y53G8AM.8.2,0.907283697,0.975627649,0.143009925,1.227917572,4.769266456,0.374597129,2.201435312,-1.792747839,0.060237035,0.060237035,WBGene00021808,Y53G8AM.8
19661,ZK1058.9b,0.906861229,0.975627649,-0.092615967,0.791599499,5.598654319,1.738381177,0.439919458,0.500025193,0.035497873,0.500025193,WBGene00014207,ZK1058.9
19662,ZK678.8,0.906848184,0.975627649,0.052250406,0.446527501,2.893916445,0.114259516,0.06855656,0.039443652,0.230523653,0.230523653,WBGene00044630,bus-17
19663,B0365.6.2,0.907382307,0.975629786,0.037616715,0.323331593,6.614731602,0.371679536,0.079285958,0.07752902,0.016977864,0.07752902,WBGene00007153,clec-41
19664,F59A2.1a.3,0.907373688,0.975629786,-0.066483166,0.571397546,6.039991787,0.564261936,0.464166243,-0.172635591,0.025576491,0.025576491,WBGene00003795,npp-9
19665,B0365.3.2,0.908014327,0.975847885,0.169759223,1.46922322,7.127071036,4.772941607,0.635318998,2.602606309,0.0120053,2.602606309,WBGene00001137,eat-6
19666,C15H11.6.1,0.908409453,0.975847885,-0.025535918,0.221964605,6.654456718,0.098268619,0.057387351,-0.011836205,0.016515077,0.016515077,WBGene00003835,nxf-2
19667,C18C4.5a,0.90780036,0.975847885,-0.111151032,0.959741679,5.012830674,0.328928219,1.32976061,-1.149466178,0.051895526,0.051895526,WBGene00015966,C18C4.5
19668,C44B12.2a,0.908275134,0.975847885,0.016699702,0.144944489,8.084031584,0.276562218,0.002458865,0.029054492,0.007853563,0.029054492,WBGene00003893,ost-1
19669,F08A8.4.2,0.90824304,0.975847885,-0.101932213,0.884406333,3.929609216,3.970255047,1.067214272,-0.029038424,0.10604757,0.10604757,WBGene00008567,F08A8.4
19670,F15H10.2,0.908252341,0.975847885,0.12777565,1.108747647,2.859981402,3.570560643,0.799186748,1.044795269,0.23679486,1.044795269,WBGene00000602,col-13
19671,F20D12.2,0.908461799,0.975847885,0.008069254,0.070180265,8.469446847,0.006068809,0.000189932,0.005076578,0.007197972,0.007197972,WBGene00017642,F20D12.2
19672,F22E5.12,0.907647844,0.975847885,0.097387,0.839500205,1.479265634,0.367372585,0.335544503,0.058349537,0.721596389,0.721596389,WBGene00017710,F22E5.12
19673,F45D11.9,0.907969027,0.975847885,-0.020928831,0.181044189,5.277199031,0.141184786,0.005094748,0.013508394,0.044070749,0.044070749,WBGene00018455,fbxc-42
19674,F56F3.1,0.907872922,0.975847885,-0.010870755,0.093938583,10.01718403,0.060949705,4.94E-05,0.013187243,0.008504469,0.013187243,WBGene00004132,ifet-1
19675,F58A4.11,0.908462088,0.975847885,0.039084518,0.339928641,3.558983505,0.330467112,0.035462664,0.011216645,0.137864557,0.137864557,WBGene00001570,gei-13
19676,F58E10.3b,0.908436379,0.975847885,0.016402927,0.142620465,6.632065893,0.813979041,0.01274996,0.017760936,0.016774584,0.017760936,WBGene00010260,ddx-17
19677,K11E8.1l.1,0.908346713,0.975847885,0.050559939,0.439177494,4.614178454,0.105976603,0.22289113,-0.10668956,0.066424177,0.066424177,WBGene00006779,unc-43
19678,R53.2,0.908123926,0.975847885,0.011165072,0.096746664,7.22142591,0.012261577,0.000798566,0.013241309,0.011351865,0.013241309,WBGene00011272,R53.2
19679,T02G5.8.1,0.908356463,0.975847885,-0.017433207,0.1514458,8.257634857,0.111372979,0.021089798,0.013313948,0.007505017,0.013313948,WBGene00002183,kat-1
19680,W02H3.1a,0.90821568,0.975847885,0.054748873,0.474881793,2.956262223,0.464690834,0.118819371,-0.055866514,0.219449705,0.219449705,WBGene00012217,W02H3.1
19681,Y105E8B.2a.1,0.907850339,0.975847885,0.008754848,0.075635558,8.289873447,0.027507849,0.001130936,0.003350203,0.007450171,0.007450171,WBGene00013687,exoc-8
19682,Y106G6H.6h.2,0.908286105,0.975847885,0.026912773,0.233616556,6.900822415,0.13854165,0.016257522,0.065607522,0.013917809,0.065607522,WBGene00013719,Y106G6H.6
19683,Y39E4B.9a,0.907796517,0.975847885,-0.188939516,1.631343702,2.346377708,2.931659504,1.201067944,2.790855465,0.356913653,2.790855465,WBGene00000267,bre-2
19684,C01B4.9,0.908826936,0.976019158,0.018444861,0.161064735,7.824525749,0.040225917,0.000205074,0.038707699,0.00857007,0.038707699,WBGene00015273,mct-2
19685,C01H6.7a.2,0.908875497,0.976019158,-0.089962116,0.785990212,5.924759588,0.208634057,0.89877052,-0.679857436,0.0279004,0.0279004,WBGene00007256,swsn-9
19686,C07E3.1a,0.909003137,0.976019158,0.008625569,0.075466926,7.960066956,0.003028907,0.000379512,0.003045094,0.008163373,0.008163373,WBGene00007412,stip-1
19687,C32D5.11,0.909214868,0.976019158,-0.008166598,0.071618658,8.292895187,0.034087315,0.000248665,0.005163267,0.007445183,0.007445183,WBGene00016318,C32D5.11
19688,C53D5.4a,0.909180549,0.976019158,0.028694734,0.251548853,4.390920436,0.038771829,0.01784408,0.01842441,0.077071158,0.077071158,WBGene00016905,ztf-3
19689,C53D5.4d,0.909180549,0.976019158,0.028694734,0.251548853,4.390920436,0.038771829,0.01784408,0.01842441,0.077071158,0.077071158,WBGene00016905,ztf-3
19690,W09G10.4b,0.90906009,0.976019158,0.07546092,0.660638795,6.145300981,0.533221549,0.631032044,-0.155332106,0.023633381,0.023633381,WBGene00000162,apd-3
19691,W09G12.1,0.90895136,0.976019158,-0.047608658,0.416300279,5.550477256,0.198642201,0.004481514,0.25547737,0.036729155,0.25547737,WBGene00001104,dsl-2
19692,Y106G6G.1,0.908968,0.976019158,-0.034647925,0.303024489,3.833771224,0.174848872,0.024390169,0.09555358,0.113345593,0.113345593,WBGene00013710,Y106G6G.1
19693,Y19D10A.12,0.908826936,0.976019158,0.018444861,0.161064735,7.824525749,0.040225917,0.000205074,0.038707699,0.00857007,0.038707699,WBGene00021227,mct-1
19694,Y37E3.11a,0.908707197,0.976019158,-0.013668894,0.119202666,7.260629813,0.030195288,0.006331183,0.014982731,0.011105869,0.014982731,WBGene00021352,Y37E3.11
19695,Y49E10.14a.1,0.909230619,0.976019158,-0.009818335,0.086118912,7.977194884,0.009271922,0.003007611,0.006036254,0.008117089,0.008117089,WBGene00004027,pie-1
19696,ZC123.4a,0.909039568,0.976019158,-0.030318414,0.265368909,4.429720991,0.146186031,0.030588442,0.045238825,0.075042544,0.075042544,WBGene00022519,ZC123.4
19697,ZK418.9b.2,0.909267813,0.976019158,-0.092472812,0.811434562,6.503644094,1.019961735,0.69664933,0.290989744,0.018325511,0.290989744,WBGene00022738,ZK418.9
19698,B0464.4.1,0.909403251,0.976065431,0.009468383,0.083208337,7.832735279,0.021463824,0.001842075,0.007182351,0.008543366,0.008543366,WBGene00000268,bre-3
19699,T14G10.5d,0.909379477,0.976065431,-0.016832188,0.14788262,7.891049529,0.053746619,0.012531607,0.020272297,0.008361419,0.020272297,WBGene00011775,T14G10.5
19700,F35F10.12.1,0.909496905,0.976066853,0.018279392,0.160806609,5.619056858,0.006349974,0.003804492,0.004681746,0.034983656,0.034983656,WBGene00018061,arrd-19
19701,Y41D4B.21c,0.909484797,0.976066853,0.020828141,0.183203729,6.159851806,0.024585963,0.026966724,-0.002112388,0.023378686,0.023378686,WBGene00021522,nhr-274
19702,K09B11.1c,0.90961258,0.976091903,-0.025282801,0.222702532,5.865728061,0.094725987,0.045226237,0.009129787,0.029168389,0.029168389,WBGene00004029,pik-1
